#OpName                       	#InvokeCount	#Duration(us): Sum/Mean/Min/Max
fused_layout_transform_38     	1         	10.926/10.926/10.926/10.926
fused_equal_2                 	2         	10.859/5.4295/5.029/5.83
fused_adv_index_split_squeeze_adv_index_expand_dims_expand_dims_add_concatenate__5173668333798654992_	1         	10.846/10.846/10.846/10.846
fused_equal_3                 	2         	10.301/5.1505/4.143/6.158
fused_nn_contrib_conv2d_NCHWc_add_13	1         	9.496/9.496/9.496/9.496
fused_equal                   	2         	9.236/4.618/3.776/5.46
fused_nn_contrib_conv2d_NCHWc_add_18	1         	8.894/8.894/8.894/8.894
shape_func_split_squeeze      	8         	8.81/1.10125/0.421/1.737
fused_squeeze_6               	2         	7.905/3.9525/3.629/4.276
fused_reshape_adv_index       	1         	7.69/7.69/7.69/7.69
fused_add_add_add_add_add_concatenate	1         	7.611/7.611/7.611/7.611
fused_adv_index_adv_index     	1         	7.129/7.129/7.129/7.129
shape_func_cast_adv_index     	8         	7.027/0.878375/0.525/1.868
fused_cast_like_add_where_1   	10        	6.795/0.6795/0.484/0.884
fused_prod_4                  	7         	6.508/0.929714/0.578/2.506
fused_dyn_strided_slice_3     	2         	6.212/3.106/3.018/3.194
fused_shape_of_2              	6         	6.205/1.03417/0.338/1.659
shape_func_nn_contrib_conv2d_NCHWc_add_nn_relu	4         	6.061/1.51525/1.137/2.109
fused_take_take_subtract_take_take_subtract_multiply_concatenate_sqrt_divide_log_3641292538708681564_	2         	6.018/3.009/2.499/3.519
fused_adv_index               	1         	5.482/5.482/5.482/5.482
fused_cast_42                 	2         	5.279/2.6395/2.46/2.819
fused_multiply_48             	10        	4.925/0.4925/0.289/0.89
fused_full_like_concatenate_concatenate_concatenate	2         	4.864/2.432/2.003/2.861
fused_cast_like_add_where_2   	6         	4.827/0.8045/0.587/1.118
shape_func_dyn_strided_slice_2	8         	4.681/0.585125/0.381/0.826
fused_full_full_full_full_full_concatenate_reshape_cast_broadcast_to_like_adv_in_8196792179794000237_	1         	4.289/4.289/4.289/4.289
shape_func_scatter_1          	4         	4.067/1.01675/0.549/1.68
fused_arange_7                	1         	4.012/4.012/4.012/4.012
fused_shape_of_4              	5         	3.934/0.7868/0.431/1.257
fused_reshape_adv_index_adv_index	1         	3.921/3.921/3.921/3.921
fused_strided_slice_6         	1         	3.884/3.884/3.884/3.884
fused_take_expand_dims_cast_concatenate	2         	3.594/1.797/1.535/2.059
fused_adv_index_1             	2         	3.591/1.7955/1.452/2.139
shape_func_reshape_repeat_repeat_repeat_1	4         	3.522/0.8805/0.542/1.73
fused_multiply_47             	15        	3.516/0.2344/0.122/0.425
shape_func_scatter            	4         	3.482/0.8705/0.457/1.396
fused_concatenate_8           	1         	3.387/3.387/3.387/3.387
fused_argwhere                	1         	3.295/3.295/3.295/3.295
shape_func_dyn_strided_slice_6	5         	3.278/0.6556/0.444/0.962
shape_func_equal_3            	2         	3.27/1.635/1.025/2.245
fused_cast_43                 	5         	3.117/0.6234/0.224/1.532
shape_func_reshape_repeat_repeat_repeat	4         	3.041/0.76025/0.416/1.508
