==6532== Profiling application: python maskrcnn_test.py
==6532== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
31.6710s     768ns                    -               -         -         -         -       16B  19.868MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6710s  2.3360us              (3 1 1)       (512 1 1)        13        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_full_1_kernel0 [20696]
31.6711s  1.3440us              (1 1 1)         (2 1 1)        10        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_subtract_expand_dims_cast_concatenate_kernel0 [20701]
31.6711s     736ns                    -               -         -         -         -        4B  5.1830MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6711s  1.0240us                    -               -         -         -         -       16B  14.901MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6711s  1.2800us              (3 1 1)       (512 1 1)        13        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_full_1_kernel0 [20710]
31.6711s  7.6150us              (5 1 1)       (512 1 1)        26        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_reshape_reshape_concatenate_kernel0 [20715]
31.6711s     992ns              (1 1 1)         (2 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_shape_of_4_kernel0 [20720]
31.6712s  1.3440us              (1 1 1)         (2 1 1)        12        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_like_add_where_1_kernel0 [20725]
31.6712s  1.2480us              (2 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_scatter_4_kernel0 [20730]
31.6712s  1.4080us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_scatter_4_kernel1 [20732]
31.6712s  1.1840us              (1 1 1)         (2 1 1)        10        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_39_kernel0 [20737]
31.6712s     736ns                    -               -         -         -         -        8B  10.366MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6712s     768ns                    -               -         -         -         -       16B  19.868MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6712s     768ns                    -               -         -         -         -        8B  9.9341MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6712s  2.5600us              (5 1 1)       (512 1 1)        15        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_strided_slice_2_kernel0 [20748]
31.6712s     864ns              (1 1 1)         (2 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_shape_of_4_kernel0 [20753]
31.6713s  1.1520us              (1 1 1)         (2 1 1)        12        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_like_add_where_1_kernel0 [20758]
31.6713s  1.0880us              (1 1 1)         (2 1 1)        10        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_39_kernel0 [20763]
31.6713s     768ns                    -               -         -         -         -        8B  9.9341MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6713s     768ns                    -               -         -         -         -       16B  19.868MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6713s     768ns                    -               -         -         -         -        8B  9.9341MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6713s  1.4720us              (5 1 1)       (512 1 1)        15        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_strided_slice_2_kernel0 [20774]
31.6713s     864ns              (1 1 1)         (2 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_shape_of_4_kernel0 [20779]
31.6714s  1.2800us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_take_expand_dims_cast_1_kernel0 [20784]
31.6714s  1.3120us              (1 1 1)         (2 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_expand_dims_cast_concatenate_1_kernel0 [20789]
31.6714s     768ns                    -               -         -         -         -        4B  4.9671MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6714s     736ns                    -               -         -         -         -       16B  20.732MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6714s  2.1120us             (57 1 1)       (512 1 1)        13        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_full_1_kernel0 [20798]
31.6714s  1.2160us              (1 1 1)         (2 1 1)        10        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_subtract_expand_dims_cast_concatenate_1_kernel0 [20803]
31.6714s     768ns                    -               -         -         -         -        4B  4.9671MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6714s     768ns                    -               -         -         -         -       16B  19.868MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6715s  3.3600us            (115 1 1)       (512 1 1)        13        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_full_1_kernel0 [20812]
31.6716s  21.312us            (176 1 1)       (512 1 1)        22        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_reshape_reshape_concatenate_1_kernel0 [20817]
31.6716s     928ns              (1 1 1)         (2 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_shape_of_4_kernel0 [20822]
31.6716s  1.2160us              (1 1 1)         (2 1 1)        12        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_like_add_where_1_kernel0 [20827]
31.6716s  1.1840us              (1 1 1)         (2 1 1)        10        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_39_kernel0 [20832]
31.6716s     768ns                    -               -         -         -         -        8B  9.9341MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6717s     768ns                    -               -         -         -         -       16B  19.868MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6717s     768ns                    -               -         -         -         -        8B  9.9341MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6717s  5.4400us            (176 1 1)       (512 1 1)        15        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_strided_slice_2_kernel0 [20843]
31.6717s     864ns              (1 1 1)         (2 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_shape_of_4_kernel0 [20848]
31.6717s  1.1200us              (1 1 1)         (2 1 1)        12        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_like_add_where_1_kernel0 [20853]
31.6717s  1.0870us              (2 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_scatter_4_kernel0 [20858]
31.6717s  1.1840us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_scatter_4_kernel1 [20860]
31.6717s  1.0880us              (1 1 1)         (2 1 1)        10        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_39_kernel0 [20865]
31.6718s     768ns                    -               -         -         -         -        8B  9.9341MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6718s     736ns                    -               -         -         -         -       16B  20.732MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6718s     896ns                    -               -         -         -         -        8B  8.5149MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6718s  5.4400us            (176 1 1)       (512 1 1)        15        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_strided_slice_2_kernel0 [20876]
31.6719s  609.12us           (5801 1 1)       (512 1 1)        25        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_expand_dims_concatenate_1_kernel0 [20881]
31.6725s  1.4400us              (1 1 1)         (4 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_shape_of_11_kernel0 [20888]
31.6726s  1.7920us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_take_less_kernel0 [20891]
31.6726s  1.2160us                    -               -         -         -         -        1B  803.09KB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6726s  1.1840us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_add_17_kernel0 [20898]
31.6726s  1.8560us              (1 1 1)         (4 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_take_7_kernel0 [20903]
31.6726s  1.1840us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_take_8_kernel0 [20908]
31.6726s  1.0560us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_full_1_kernel0 [20913]
31.6726s  1.3120us              (1 1 1)         (2 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_expand_dims_concatenate_kernel0 [20918]
31.6726s  2.5920us              (1 1 1)      (1024 1 1)        16  8.0000KB        0B         -           -           -           -  GeForce GTX 107         1         7  fused_max_5_kernel0 [20923]
31.6727s  10.560us              (2 1 1)       (512 1 1)        24        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_take_9_kernel0 [20928]
31.6727s  9.0880us              (2 1 1)       (512 1 1)        24        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_take_expand_dims_repeat_repeat_kernel0 [20933]
31.6727s  1.1840us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_take_10_kernel0 [20938]
31.6727s  1.0560us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_full_2_kernel0 [20943]
31.6727s  1.4400us              (1 1 1)         (2 1 1)        14        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_subtract_add_concatenate_kernel0 [20948]
31.6727s  2.4320us              (1 1 1)      (1024 1 1)        16  8.0000KB        0B         -           -           -           -  GeForce GTX 107         1         7  fused_max_5_kernel0 [20953]
31.6727s  1.1840us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_take_11_kernel0 [20958]
31.6728s  1.1840us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_take_12_kernel0 [20963]
31.6728s  1.1200us              (1 1 1)         (2 1 1)        14        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_subtract_add_concatenate_kernel0 [20968]
31.6728s  2.3350us              (1 1 1)      (1024 1 1)        16  8.0000KB        0B         -           -           -           -  GeForce GTX 107         1         7  fused_max_5_kernel0 [20973]
31.6728s  1.4080us              (1 1 1)         (2 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_expand_dims_expand_dims_concatenate_kernel0 [20978]
31.6728s  1.0240us                    -               -         -         -         -  3.5156KB  3.2742GB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6728s     768ns                    -               -         -         -         -       16B  19.868MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6728s  21.376us              (6 1 1)       (512 1 1)        28        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_image_resize_kernel0 [20987]
31.6729s  10.496us              (6 1 1)       (512 1 1)        24        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_take_13_kernel0 [20992]
31.6729s  2.5920us              (6 1 1)       (512 1 1)        15        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_take_14_kernel0 [20997]
31.6729s  1.0880us              (1 1 1)         (2 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_shape_of_4_kernel0 [21002]
31.6729s  1.6320us              (1 1 1)         (2 1 1)        14        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_subtract_expand_dims_cast_concatenate_cast_like_less_cast_like_add_where_kernel0 [21007]
31.6729s  1.4080us              (1 1 1)         (2 1 1)        10        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_39_kernel0 [21012]
31.6729s  1.6320us              (1 1 1)         (2 1 1)        11        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_expand_dims_add_concatenate_kernel0 [21017]
31.6730s  2.6560us              (1 1 1)      (1024 1 1)        16  8.0000KB        0B         -           -           -           -  GeForce GTX 107         1         7  fused_min_8_kernel0 [21022]
31.6730s  1.2800us              (1 1 1)         (1 1 1)        10        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_subtract_expand_dims_kernel0 [21027]
31.6730s  1.2160us              (2 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_scatter_3_kernel0 [21032]
31.6730s  1.3120us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_scatter_3_kernel1 [21034]
31.6730s     768ns                    -               -         -         -         -       16B  19.868MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6730s     768ns                    -               -         -         -         -       16B  19.868MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6730s     768ns                    -               -         -         -         -        8B  9.9341MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6730s  3.2000us              (6 1 1)       (512 1 1)        25        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_strided_slice_9_kernel0 [21045]
31.6730s  1.0880us              (1 1 1)         (2 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_expand_dims_concatenate_kernel0 [21050]
31.6731s  2.4000us              (1 1 1)      (1024 1 1)        16  8.0000KB        0B         -           -           -           -  GeForce GTX 107         1         7  fused_max_5_kernel0 [21055]
31.6731s     928ns              (1 1 1)         (2 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_shape_of_4_kernel0 [21060]
31.6731s  1.4400us              (1 1 1)         (2 1 1)        14        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_subtract_expand_dims_cast_concatenate_cast_like_less_cast_like_add_where_1_kernel0 [21065]
31.6731s  1.1200us              (1 1 1)         (2 1 1)        10        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_39_kernel0 [21070]
31.6731s  1.1200us              (1 1 1)         (2 1 1)        11        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_expand_dims_add_concatenate_kernel0 [21075]
31.6731s  2.3680us              (1 1 1)      (1024 1 1)        16  8.0000KB        0B         -           -           -           -  GeForce GTX 107         1         7  fused_min_8_kernel0 [21080]
31.6731s  1.1840us              (1 1 1)         (1 1 1)        10        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_subtract_expand_dims_kernel0 [21085]
31.6731s  1.0240us              (2 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_scatter_3_kernel0 [21090]
31.6732s  1.0880us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_scatter_3_kernel1 [21092]
31.6732s     736ns                    -               -         -         -         -       16B  20.732MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6732s     768ns                    -               -         -         -         -       16B  19.868MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6732s     768ns                    -               -         -         -         -        8B  9.9341MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6732s  1.5360us              (6 1 1)       (512 1 1)        25        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_strided_slice_9_kernel0 [21103]
31.6732s     864ns              (1 1 1)         (2 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_shape_of_4_kernel0 [21108]
31.6732s  1.4400us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_take_expand_dims_cast_kernel0 [21113]
31.6732s  1.3120us              (1 1 1)         (2 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_expand_dims_cast_concatenate_kernel0 [21118]
31.6732s     992ns                    -               -         -         -         -        4B  3.8455MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6733s     768ns                    -               -         -         -         -       16B  19.868MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6733s  2.4000us             (15 1 1)       (512 1 1)        13        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_full_1_kernel0 [21127]
31.6733s  1.3440us              (1 1 1)         (2 1 1)        10        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_subtract_expand_dims_cast_concatenate_kernel0 [21132]
31.6733s     768ns                    -               -         -         -         -        4B  4.9671MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6733s     864ns                    -               -         -         -         -       16B  17.661MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6733s  1.4080us             (16 1 1)       (512 1 1)        13        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_full_1_kernel0 [21141]
31.6734s  7.4240us             (36 1 1)       (512 1 1)        26        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_reshape_reshape_concatenate_kernel0 [21146]
31.6734s     960ns              (1 1 1)         (2 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_shape_of_4_kernel0 [21151]
31.6734s  1.3440us              (1 1 1)         (2 1 1)        12        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_like_add_where_1_kernel0 [21156]
31.6734s  1.2480us              (2 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_scatter_4_kernel0 [21161]
31.6734s  1.4080us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_scatter_4_kernel1 [21163]
31.6734s  1.1840us              (1 1 1)         (2 1 1)        10        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_39_kernel0 [21168]
31.6734s     768ns                    -               -         -         -         -        8B  9.9341MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6734s     768ns                    -               -         -         -         -       16B  19.868MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6734s     768ns                    -               -         -         -         -        8B  9.9341MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6735s  3.0720us             (36 1 1)       (512 1 1)        15        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_strided_slice_2_kernel0 [21179]
31.6735s     832ns              (1 1 1)         (2 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_shape_of_4_kernel0 [21184]
31.6735s  1.1200us              (1 1 1)         (2 1 1)        12        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_like_add_where_1_kernel0 [21189]
31.6735s  1.1200us              (1 1 1)         (2 1 1)        10        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_39_kernel0 [21194]
31.6735s     768ns                    -               -         -         -         -        8B  9.9341MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6735s     736ns                    -               -         -         -         -       16B  20.732MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6735s     768ns                    -               -         -         -         -        8B  9.9341MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6736s  1.8240us             (36 1 1)       (512 1 1)        15        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_strided_slice_2_kernel0 [21205]
31.6736s     864ns              (1 1 1)         (2 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_shape_of_4_kernel0 [21210]
31.6736s  1.2800us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_take_expand_dims_cast_1_kernel0 [21215]
31.6736s  1.4080us              (1 1 1)         (2 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_expand_dims_cast_concatenate_1_kernel0 [21220]
31.6736s     768ns                    -               -         -         -         -        4B  4.9671MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6736s     736ns                    -               -         -         -         -       16B  20.732MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6737s  2.5600us             (81 1 1)       (512 1 1)        13        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_full_1_kernel0 [21229]
31.6737s  1.2160us              (1 1 1)         (2 1 1)        10        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_subtract_expand_dims_cast_concatenate_1_kernel0 [21234]
31.6737s     768ns                    -               -         -         -         -        4B  4.9671MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6737s  1.0880us                    -               -         -         -         -       16B  14.025MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6737s  2.1440us             (61 1 1)       (512 1 1)        13        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_full_1_kernel0 [21243]
31.6737s  20.704us            (176 1 1)       (512 1 1)        22        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_reshape_reshape_concatenate_1_kernel0 [21248]
31.6738s     960ns              (1 1 1)         (2 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_shape_of_4_kernel0 [21253]
31.6738s  1.1840us              (1 1 1)         (2 1 1)        12        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_like_add_where_1_kernel0 [21258]
31.6738s  1.1840us              (1 1 1)         (2 1 1)        10        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_39_kernel0 [21263]
31.6738s     768ns                    -               -         -         -         -        8B  9.9341MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6738s     736ns                    -               -         -         -         -       16B  20.732MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6738s     768ns                    -               -         -         -         -        8B  9.9341MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6739s  5.4720us            (176 1 1)       (512 1 1)        15        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_strided_slice_2_kernel0 [21274]
31.6739s     832ns              (1 1 1)         (2 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_shape_of_4_kernel0 [21279]
31.6740s  1.1200us              (1 1 1)         (2 1 1)        12        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_like_add_where_1_kernel0 [21284]
31.6740s  1.0560us              (2 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_scatter_4_kernel0 [21289]
31.6740s  1.1840us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_scatter_4_kernel1 [21291]
31.6740s  1.0870us              (1 1 1)         (2 1 1)        10        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_39_kernel0 [21296]
31.6740s     768ns                    -               -         -         -         -        8B  9.9341MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6740s     768ns                    -               -         -         -         -       16B  19.868MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6740s     768ns                    -               -         -         -         -        8B  9.9341MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6740s  5.4400us            (176 1 1)       (512 1 1)        15        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_strided_slice_2_kernel0 [21307]
31.6742s  628.16us           (5977 1 1)       (512 1 1)        25        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_expand_dims_concatenate_1_kernel0 [21312]
31.6748s  1.4400us              (1 1 1)         (4 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_shape_of_11_kernel0 [21319]
31.6748s  1.5040us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_take_less_kernel0 [21322]
31.6748s     768ns                    -               -         -         -         -        1B  1.2418MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6748s  1.2160us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_add_17_kernel0 [21329]
31.6748s  1.6000us              (1 1 1)         (4 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_take_7_kernel0 [21334]
31.6748s  1.1840us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_take_8_kernel0 [21339]
31.6749s  1.0560us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_full_1_kernel0 [21344]
31.6749s  1.3120us              (1 1 1)         (2 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_expand_dims_concatenate_kernel0 [21349]
31.6749s  2.6560us              (1 1 1)      (1024 1 1)        16  8.0000KB        0B         -           -           -           -  GeForce GTX 107         1         7  fused_max_5_kernel0 [21354]
31.6749s  10.496us              (2 1 1)       (512 1 1)        24        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_take_9_kernel0 [21359]
31.6749s  9.0880us              (2 1 1)       (512 1 1)        24        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_take_expand_dims_repeat_repeat_kernel0 [21364]
31.6749s  1.1840us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_take_10_kernel0 [21369]
31.6750s  1.0560us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_full_2_kernel0 [21374]
31.6750s  1.4080us              (1 1 1)         (2 1 1)        14        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_subtract_add_concatenate_kernel0 [21379]
31.6750s  2.4320us              (1 1 1)      (1024 1 1)        16  8.0000KB        0B         -           -           -           -  GeForce GTX 107         1         7  fused_max_5_kernel0 [21384]
31.6750s  1.2160us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_take_11_kernel0 [21389]
31.6750s  1.1840us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_take_12_kernel0 [21394]
31.6750s  1.1200us              (1 1 1)         (2 1 1)        14        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_subtract_add_concatenate_kernel0 [21399]
31.6750s  2.3360us              (1 1 1)      (1024 1 1)        16  8.0000KB        0B         -           -           -           -  GeForce GTX 107         1         7  fused_max_5_kernel0 [21404]
31.6750s  1.4080us              (1 1 1)         (2 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_expand_dims_expand_dims_concatenate_kernel0 [21409]
31.6750s     800ns                    -               -         -         -         -  3.5156KB  4.1910GB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6751s     768ns                    -               -         -         -         -       16B  19.868MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
31.6751s  21.568us              (1 1 1)       (512 1 1)        28        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_image_resize_kernel0 [21418]
