#OpName                       	#InvokeCount	#Duration(us): Sum/Mean/Min/Max
shape_func_vision_roi_align_1 	1         	0.804/0.804/0.804/0.804
shape_func_adv_index_1        	2         	0.804/0.402/0.29/0.514
shape_func_take_take_subtract_greater_equal_cast_take_take_subtract_greater_equa_8239353952889958563_	1         	0.774/0.774/0.774/0.774
shape_func_dyn_strided_slice_9	1         	0.74/0.74/0.74/0.74
shape_func_vision_roi_align_7 	1         	0.738/0.738/0.738/0.738
shape_func_dyn_reshape        	1         	0.733/0.733/0.733/0.733
shape_func_vision_roi_align_3 	1         	0.666/0.666/0.666/0.666
shape_func_dyn_strided_slice_7	1         	0.649/0.649/0.649/0.649
shape_func_dyn_reshape_1      	1         	0.642/0.642/0.642/0.642
shape_func_maximum_minimum_maximum_minimum_stack	1         	0.639/0.639/0.639/0.639
fused_shape_of_5              	2         	0.638/0.319/0.297/0.341
shape_func_vision_roi_align_5 	1         	0.623/0.623/0.623/0.623
fused_ndarray_size_equal      	2         	0.605/0.3025/0.278/0.327
shape_func_nn_softmax         	1         	0.601/0.601/0.601/0.601
shape_func_take_take_subtract 	1         	0.583/0.583/0.583/0.583
shape_func_adv_index_adv_index	1         	0.562/0.562/0.562/0.562
shape_func_take_multiply_add  	1         	0.56/0.56/0.56/0.56
shape_func_sigmoid_layout_transform_concatenate_adv_index	1         	0.549/0.549/0.549/0.549
shape_func_reshape_adv_index_adv_index	1         	0.546/0.546/0.546/0.546
shape_func_reshape_adv_index  	1         	0.54/0.54/0.54/0.54
shape_func_adv_index_3        	1         	0.536/0.536/0.536/0.536
shape_func_nn_pad             	1         	0.534/0.534/0.534/0.534
shape_func_expand_dims_expand_dims_add_concatenate_expand_dims	1         	0.527/0.527/0.527/0.527
shape_func_dyn_reshape_2      	1         	0.521/0.521/0.521/0.521
shape_func_cast_broadcast_to_like	1         	0.491/0.491/0.491/0.491
shape_func_take_take_subtract_1	1         	0.47/0.47/0.47/0.47
shape_func_split_squeeze_multiply_squeeze_multiply_squeeze_multiply_squeeze_mult_625062831022576575_	1         	0.469/0.469/0.469/0.469
fused_shape_of_9              	1         	0.445/0.445/0.445/0.445
shape_func_adv_index_2        	1         	0.442/0.442/0.442/0.442
shape_func_take_multiply_add_1	1         	0.432/0.432/0.432/0.432
fused_take_cast               	1         	0.407/0.407/0.407/0.407
shape_func_greater            	1         	0.397/0.397/0.397/0.397
shape_func_full               	1         	0.397/0.397/0.397/0.397
shape_func_cast_add_multiply  	1         	0.382/0.382/0.382/0.382
fused_shape_of_11             	1         	0.377/0.377/0.377/0.377
shape_func_strided_slice_adv_index	1         	0.368/0.368/0.368/0.368
shape_func_strided_slice      	1         	0.348/0.348/0.348/0.348
fused_vision_roi_align_7      	1         	0.205/0.205/0.205/0.205
fused_full_2                  	1         	0.148/0.148/0.148/0.148

Total Duration: 2.27186e+06 us.	Total Packed Functions: 8481
