==245118== Warning: Profiling results might be incorrect with current version of nvcc compiler used to compile cuda app. Compile with nvcc compiler 9.0 or later version to get correct profiling results. Ignore this warning if code is already compiled with the recommended nvcc version
File test_street_small.jpg exists, skip.
==245118== Profiling application: python maskrcnn_test.py
==245118== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
30.4691s  1.4080us                    -               -         -         -         -  11.754KB  7.9612GB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.4691s     768ns                    -               -         -         -         -       16B  19.868MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.4691s     768ns                    -               -         -         -         -       16B  19.868MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.4691s     768ns                    -               -         -         -         -        8B  9.9341MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.4691s  1.6960us              (6 1 1)       (512 1 1)        25        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_strided_slice_9_kernel0 [24014]
30.4692s     864ns              (1 1 1)         (2 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_shape_of_4_kernel0 [24019]
30.4692s  1.2480us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_take_expand_dims_cast_kernel0 [24024]
30.4692s  1.4720us              (1 1 1)         (2 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_expand_dims_cast_concatenate_kernel0 [24029]
30.4692s     736ns                    -               -         -         -         -        4B  5.1830MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.4692s     768ns                    -               -         -         -         -       16B  19.868MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.4692s  2.5600us             (15 1 1)       (512 1 1)        13        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_full_1_kernel0 [24038]
30.4692s  1.2160us              (1 1 1)         (2 1 1)        10        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_subtract_expand_dims_cast_concatenate_kernel0 [24043]
30.4692s     768ns                    -               -         -         -         -        4B  4.9671MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.4693s     768ns                    -               -         -         -         -       16B  19.868MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.4693s  1.3120us             (15 1 1)       (512 1 1)        13        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_full_1_kernel0 [24052]
30.4693s  7.4240us             (35 1 1)       (512 1 1)        26        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_reshape_reshape_concatenate_kernel0 [24057]
30.4693s     896ns              (1 1 1)         (2 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_shape_of_4_kernel0 [24062]
30.4693s  1.3440us              (1 1 1)         (2 1 1)        12        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_like_add_where_1_kernel0 [24067]
30.4693s  1.2160us              (1 1 1)       (256 1 1)        11        0B        0B         -           -           -           -  GeForce GTX 107         1         7  _ZN6thrust8cuda_cub4core13_kernel_agentINS0_14__parallel_for16ParallelForAgentINS0_11__transform17unary_transform_fINS_10device_ptrIiEES8_NS5_14no_stencil_tagEZN3tvm7contrib25thrust_stable_sort_by_keyIiiEEvP8DLTensorSE_SE_SE_bEUliE_NS5_21always_true_predicateEEElEESH_lEEvT0_T1_ [24078]
30.4694s  1.1840us              (1 1 1)       (256 1 1)         9        0B        0B         -           -           -           -  GeForce GTX 107         1         7  void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__parallel_for::ParallelForAgent<thrust::cuda_cub::__transform::unary_transform_f<thrust::device_ptr<int>, thrust::device_ptr<int>, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<int>, thrust::cuda_cub::__transform::always_true_predicate>, long>, thrust::cuda_cub::__transform::unary_transform_f<thrust::device_ptr<int>, thrust::device_ptr<int>, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<int>, thrust::cuda_cub::__transform::always_true_predicate>, long>(thrust::device_ptr<int>, thrust::device_ptr<int>) [24093]
30.4694s  18.144us              (1 1 1)       (256 1 1)       128  33.063KB        0B         -           -           -           -  GeForce GTX 107         1         7  void cub::DeviceRadixSortSingleTileKernel<cub::DeviceRadixSortPolicy<int, int, int>::Policy700, bool=0, int, int, int>(int const *, cub::DeviceRadixSortSingleTileKernel<cub::DeviceRadixSortPolicy<int, int, int>::Policy700, bool=0, int, int, int>*, cub::DeviceRadixSortPolicy<int, int, int>::Policy700 const *, cub::DeviceRadixSortSingleTileKernel<cub::DeviceRadixSortPolicy<int, int, int>::Policy700, bool=0, int, int, int>**, bool=0, int, int) [24112]
30.4694s     960ns              (1 1 1)       (256 1 1)         9        0B        0B         -           -           -           -  GeForce GTX 107         1         7  void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__parallel_for::ParallelForAgent<thrust::cuda_cub::__transform::unary_transform_f<int*, int*, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<int>, thrust::cuda_cub::__transform::always_true_predicate>, long>, thrust::cuda_cub::__transform::unary_transform_f<int*, int*, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<int>, thrust::cuda_cub::__transform::always_true_predicate>, long>(int*, thrust::cuda_cub::__transform::no_stencil_tag) [24125]
30.4694s     864ns              (1 1 1)       (256 1 1)         9        0B        0B         -           -           -           -  GeForce GTX 107         1         7  void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__parallel_for::ParallelForAgent<thrust::cuda_cub::__transform::unary_transform_f<int*, int*, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<int>, thrust::cuda_cub::__transform::always_true_predicate>, long>, thrust::cuda_cub::__transform::unary_transform_f<int*, int*, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<int>, thrust::cuda_cub::__transform::always_true_predicate>, long>(int*, thrust::cuda_cub::__transform::no_stencil_tag) [24140]
30.4694s  1.2480us              (1 1 1)      (1024 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_scatter_4_kernel0 [24151]
30.4694s  1.0880us              (1 1 1)      (1024 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_scatter_4_kernel1 [24153]
30.4694s  1.1840us              (1 1 1)         (2 1 1)        10        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_39_kernel0 [24158]
30.4694s  5.8240us                    -               -         -         -         -  69.141KB  11.322GB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.4695s     736ns                    -               -         -         -         -        8B  10.366MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.4695s     768ns                    -               -         -         -         -       16B  19.868MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.4695s     800ns                    -               -         -         -         -        8B  9.5367MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.4695s  2.8480us             (35 1 1)       (512 1 1)        15        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_strided_slice_2_kernel0 [24171]
30.4696s     960ns              (1 1 1)         (2 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_shape_of_4_kernel0 [24176]
30.4696s  1.2160us              (1 1 1)         (2 1 1)        12        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_like_add_where_1_kernel0 [24181]
30.4696s  1.1520us              (1 1 1)         (2 1 1)        10        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_39_kernel0 [24186]
30.4696s  5.8560us                    -               -         -         -         -  69.141KB  11.260GB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.4696s     768ns                    -               -         -         -         -        8B  9.9341MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.4696s     768ns                    -               -         -         -         -       16B  19.868MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.4696s     736ns                    -               -         -         -         -        8B  10.366MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.4697s  1.7600us             (35 1 1)       (512 1 1)        15        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_strided_slice_2_kernel0 [24199]
30.4697s     864ns              (1 1 1)         (2 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_shape_of_4_kernel0 [24204]
30.4697s  1.2800us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_take_expand_dims_cast_1_kernel0 [24209]
30.4697s  1.4080us              (1 1 1)         (2 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_expand_dims_cast_concatenate_1_kernel0 [24214]
30.4697s     768ns                    -               -         -         -         -        4B  4.9671MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.4697s     768ns                    -               -         -         -         -       16B  19.868MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.4698s  2.1760us             (64 1 1)       (512 1 1)        13        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_full_1_kernel0 [24223]
30.4698s  1.2160us              (1 1 1)         (2 1 1)        10        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_subtract_expand_dims_cast_concatenate_1_kernel0 [24228]
30.4698s     768ns                    -               -         -         -         -        4B  4.9671MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.4698s     736ns                    -               -         -         -         -       16B  20.732MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.4698s  2.5600us             (78 1 1)       (512 1 1)        13        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_full_1_kernel0 [24237]
30.4698s  20.768us            (176 1 1)       (512 1 1)        22        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_reshape_reshape_concatenate_1_kernel0 [24242]
30.4699s     864ns              (1 1 1)         (2 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_shape_of_4_kernel0 [24247]
30.4699s  1.2160us              (1 1 1)         (2 1 1)        12        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_like_add_where_1_kernel0 [24252]
30.4699s  1.1200us              (1 1 1)         (2 1 1)        10        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_39_kernel0 [24257]
30.4699s  27.775us                    -               -         -         -         -  351.56KB  12.071GB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.4701s     864ns                    -               -         -         -         -        8B  8.8303MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.4701s     768ns                    -               -         -         -         -       16B  19.868MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.4701s     768ns                    -               -         -         -         -        8B  9.9341MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.4701s  5.3440us            (176 1 1)       (512 1 1)        15        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_strided_slice_2_kernel0 [24270]
30.4701s     832ns              (1 1 1)         (2 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_shape_of_4_kernel0 [24275]
30.4701s  1.1200us              (1 1 1)         (2 1 1)        12        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_like_add_where_1_kernel0 [24280]
30.4702s     992ns              (1 1 1)       (256 1 1)        11        0B        0B         -           -           -           -  GeForce GTX 107         1         7  _ZN6thrust8cuda_cub4core13_kernel_agentINS0_14__parallel_for16ParallelForAgentINS0_11__transform17unary_transform_fINS_10device_ptrIiEES8_NS5_14no_stencil_tagEZN3tvm7contrib25thrust_stable_sort_by_keyIiiEEvP8DLTensorSE_SE_SE_bEUliE_NS5_21always_true_predicateEEElEESH_lEEvT0_T1_ [24291]
30.4702s  1.0880us              (1 1 1)       (256 1 1)         9        0B        0B         -           -           -           -  GeForce GTX 107         1         7  void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__parallel_for::ParallelForAgent<thrust::cuda_cub::__transform::unary_transform_f<thrust::device_ptr<int>, thrust::device_ptr<int>, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<int>, thrust::cuda_cub::__transform::always_true_predicate>, long>, thrust::cuda_cub::__transform::unary_transform_f<thrust::device_ptr<int>, thrust::device_ptr<int>, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<int>, thrust::cuda_cub::__transform::always_true_predicate>, long>(thrust::device_ptr<int>, thrust::device_ptr<int>) [24306]
30.4702s  14.048us              (1 1 1)       (256 1 1)       128  33.063KB        0B         -           -           -           -  GeForce GTX 107         1         7  void cub::DeviceRadixSortSingleTileKernel<cub::DeviceRadixSortPolicy<int, int, int>::Policy700, bool=0, int, int, int>(int const *, cub::DeviceRadixSortSingleTileKernel<cub::DeviceRadixSortPolicy<int, int, int>::Policy700, bool=0, int, int, int>*, cub::DeviceRadixSortPolicy<int, int, int>::Policy700 const *, cub::DeviceRadixSortSingleTileKernel<cub::DeviceRadixSortPolicy<int, int, int>::Policy700, bool=0, int, int, int>**, bool=0, int, int) [24325]
30.4702s     960ns              (1 1 1)       (256 1 1)         9        0B        0B         -           -           -           -  GeForce GTX 107         1         7  void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__parallel_for::ParallelForAgent<thrust::cuda_cub::__transform::unary_transform_f<int*, int*, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<int>, thrust::cuda_cub::__transform::always_true_predicate>, long>, thrust::cuda_cub::__transform::unary_transform_f<int*, int*, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<int>, thrust::cuda_cub::__transform::always_true_predicate>, long>(int*, thrust::cuda_cub::__transform::no_stencil_tag) [24338]
30.4702s     832ns              (1 1 1)       (256 1 1)         9        0B        0B         -           -           -           -  GeForce GTX 107         1         7  void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__parallel_for::ParallelForAgent<thrust::cuda_cub::__transform::unary_transform_f<int*, int*, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<int>, thrust::cuda_cub::__transform::always_true_predicate>, long>, thrust::cuda_cub::__transform::unary_transform_f<int*, int*, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<int>, thrust::cuda_cub::__transform::always_true_predicate>, long>(int*, thrust::cuda_cub::__transform::no_stencil_tag) [24353]
30.4702s  1.0880us              (1 1 1)      (1024 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_scatter_4_kernel0 [24364]
30.4702s     960ns              (1 1 1)      (1024 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_scatter_4_kernel1 [24366]
30.4702s  1.0880us              (1 1 1)         (2 1 1)        10        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_39_kernel0 [24371]
30.4703s  27.808us                    -               -         -         -         -  351.56KB  12.057GB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.4704s     768ns                    -               -         -         -         -        8B  9.9341MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.4705s     768ns                    -               -         -         -         -       16B  19.868MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.4705s     768ns                    -               -         -         -         -        8B  9.9341MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.4705s  5.2480us            (176 1 1)       (512 1 1)        15        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_strided_slice_2_kernel0 [24384]
30.4706s  423.55us           (4043 1 1)       (512 1 1)        25        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_expand_dims_concatenate_1_kernel0 [24389]
30.4710s  1.4080us              (1 1 1)         (4 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_shape_of_11_kernel0 [24396]
30.4710s  1.6320us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_take_less_kernel0 [24399]
30.4710s     768ns                    -               -         -         -         -        1B  1.2418MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.4711s  1.1840us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_add_17_kernel0 [24406]
30.4711s  1.4400us              (1 1 1)         (4 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_take_7_kernel0 [24411]
30.4711s  1.1840us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_take_8_kernel0 [24416]
30.4711s  1.0560us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_full_1_kernel0 [24421]
30.4711s  1.3120us              (1 1 1)         (2 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_expand_dims_concatenate_kernel0 [24426]
30.4711s  2.5600us              (1 1 1)      (1024 1 1)        16  8.0000KB        0B         -           -           -           -  GeForce GTX 107         1         7  fused_max_5_kernel0 [24431]
30.4711s  10.208us              (2 1 1)       (512 1 1)        24        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_take_9_kernel0 [24436]
30.4712s  9.6640us              (2 1 1)       (512 1 1)        24        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_take_expand_dims_repeat_repeat_kernel0 [24441]
30.4712s  1.1510us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_take_10_kernel0 [24446]
30.4713s  1.1840us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_full_2_kernel0 [24451]
30.4713s  1.4080us              (1 1 1)         (2 1 1)        14        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_subtract_add_concatenate_kernel0 [24456]
30.4713s  2.4640us              (1 1 1)      (1024 1 1)        16  8.0000KB        0B         -           -           -           -  GeForce GTX 107         1         7  fused_max_5_kernel0 [24461]
30.4713s  1.3440us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_take_11_kernel0 [24466]
30.4713s  1.2480us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_take_12_kernel0 [24471]
30.4713s  1.0880us              (1 1 1)         (2 1 1)        14        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_subtract_add_concatenate_kernel0 [24476]
30.4714s  2.3030us              (1 1 1)      (1024 1 1)        16  8.0000KB        0B         -           -           -           -  GeForce GTX 107         1         7  fused_max_5_kernel0 [24481]
30.4714s  1.2800us              (1 1 1)         (2 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_expand_dims_expand_dims_concatenate_kernel0 [24486]
30.4714s     800ns                    -               -         -         -         -  3.5156KB  4.1910GB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.4714s     768ns                    -               -         -         -         -       16B  19.868MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.4714s  20.288us              (1 1 1)       (512 1 1)        28        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_image_resize_kernel0 [24495]
30.4714s  9.8560us              (1 1 1)       (512 1 1)        24        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_take_13_kernel0 [24500]
30.4715s  2.7200us              (1 1 1)       (512 1 1)        15        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_take_14_kernel0 [24505]
30.4715s  1.0560us              (1 1 1)         (2 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_shape_of_4_kernel0 [24510]
30.4715s  1.5040us              (1 1 1)         (2 1 1)        14        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_subtract_expand_dims_cast_concatenate_cast_like_less_cast_like_add_where_kernel0 [24515]
30.4715s  1.3120us              (1 1 1)         (2 1 1)        10        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_39_kernel0 [24520]
30.4715s  1.3120us              (1 1 1)         (2 1 1)        11        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_expand_dims_add_concatenate_kernel0 [24525]
30.4715s  2.5600us              (1 1 1)      (1024 1 1)        16  8.0000KB        0B         -           -           -           -  GeForce GTX 107         1         7  fused_min_8_kernel0 [24530]
30.4715s  1.2800us              (1 1 1)         (1 1 1)        10        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_subtract_expand_dims_kernel0 [24535]
30.4716s  1.2160us              (1 1 1)       (256 1 1)        11        0B        0B         -           -           -           -  GeForce GTX 107         1         7  _ZN6thrust8cuda_cub4core13_kernel_agentINS0_14__parallel_for16ParallelForAgentINS0_11__transform17unary_transform_fINS_10device_ptrIiEES8_NS5_14no_stencil_tagEZN3tvm7contrib25thrust_stable_sort_by_keyIilEEvP8DLTensorSE_SE_SE_bEUliE_NS5_21always_true_predicateEEElEESH_lEEvT0_T1_ [24546]
30.4716s  1.2160us              (1 1 1)       (256 1 1)        12        0B        0B         -           -           -           -  GeForce GTX 107         1         7  void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__parallel_for::ParallelForAgent<thrust::cuda_cub::__transform::unary_transform_f<thrust::device_ptr<long>, thrust::device_ptr<long>, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<long>, thrust::cuda_cub::__transform::always_true_predicate>, long>, thrust::cuda_cub::__transform::unary_transform_f<thrust::device_ptr<long>, thrust::device_ptr<long>, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<long>, thrust::cuda_cub::__transform::always_true_predicate>, long>(thrust::device_ptr<long>, thrust::device_ptr<long>) [24561]
30.4716s  13.792us              (1 1 1)       (256 1 1)        99  33.063KB        0B         -           -           -           -  GeForce GTX 107         1         7  void cub::DeviceRadixSortSingleTileKernel<cub::DeviceRadixSortPolicy<int, long, int>::Policy700, bool=0, int, long, int>(int const *, cub::DeviceRadixSortSingleTileKernel<cub::DeviceRadixSortPolicy<int, long, int>::Policy700, bool=0, int, long, int>*, cub::DeviceRadixSortPolicy<int, long, int>::Policy700 const *, cub::DeviceRadixSortSingleTileKernel<cub::DeviceRadixSortPolicy<int, long, int>::Policy700, bool=0, int, long, int>**, bool=0, int, int) [24580]
30.4716s  1.1840us              (1 1 1)       (256 1 1)         9        0B        0B         -           -           -           -  GeForce GTX 107         1         7  void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__parallel_for::ParallelForAgent<thrust::cuda_cub::__transform::unary_transform_f<int*, int*, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<int>, thrust::cuda_cub::__transform::always_true_predicate>, long>, thrust::cuda_cub::__transform::unary_transform_f<int*, int*, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<int>, thrust::cuda_cub::__transform::always_true_predicate>, long>(int*, thrust::cuda_cub::__transform::no_stencil_tag) [24593]
30.4716s  1.2160us              (1 1 1)       (256 1 1)        12        0B        0B         -           -           -           -  GeForce GTX 107         1         7  void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__parallel_for::ParallelForAgent<thrust::cuda_cub::__transform::unary_transform_f<long*, long*, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<long>, thrust::cuda_cub::__transform::always_true_predicate>, long>, thrust::cuda_cub::__transform::unary_transform_f<long*, long*, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<long>, thrust::cuda_cub::__transform::always_true_predicate>, long>(long*, thrust::cuda_cub::__transform::no_stencil_tag) [24608]
30.4716s  1.1840us              (1 1 1)      (1024 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_scatter_3_kernel0 [24619]
30.4716s  1.1200us              (1 1 1)      (1024 1 1)        10        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_scatter_3_kernel1 [24621]
30.4716s     672ns                    -               -         -         -         -      640B  908.26MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.4717s     768ns                    -               -         -         -         -       16B  19.868MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.4717s     768ns                    -               -         -         -         -       16B  19.868MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.4717s     768ns                    -               -         -         -         -        8B  9.9341MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.4717s  2.7840us              (1 1 1)       (512 1 1)        25        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_strided_slice_9_kernel0 [24634]
30.4717s  1.0880us              (1 1 1)         (2 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_expand_dims_concatenate_kernel0 [24639]
30.4717s  2.4310us              (1 1 1)      (1024 1 1)        16  8.0000KB        0B         -           -           -           -  GeForce GTX 107         1         7  fused_max_5_kernel0 [24644]
30.4717s     864ns              (1 1 1)         (2 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_shape_of_4_kernel0 [24649]
30.4718s  1.4720us              (1 1 1)         (2 1 1)        14        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_subtract_expand_dims_cast_concatenate_cast_like_less_cast_like_add_where_1_kernel0 [24654]
30.4718s  1.2480us              (1 1 1)         (2 1 1)        10        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_39_kernel0 [24659]
30.4718s  1.2160us              (1 1 1)         (2 1 1)        11        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_expand_dims_add_concatenate_kernel0 [24664]
30.4718s  2.3680us              (1 1 1)      (1024 1 1)        16  8.0000KB        0B         -           -           -           -  GeForce GTX 107         1         7  fused_min_8_kernel0 [24669]
30.4718s  1.1520us              (1 1 1)         (1 1 1)        10        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_subtract_expand_dims_kernel0 [24674]
30.4718s     992ns              (1 1 1)       (256 1 1)        11        0B        0B         -           -           -           -  GeForce GTX 107         1         7  _ZN6thrust8cuda_cub4core13_kernel_agentINS0_14__parallel_for16ParallelForAgentINS0_11__transform17unary_transform_fINS_10device_ptrIiEES8_NS5_14no_stencil_tagEZN3tvm7contrib25thrust_stable_sort_by_keyIilEEvP8DLTensorSE_SE_SE_bEUliE_NS5_21always_true_predicateEEElEESH_lEEvT0_T1_ [24685]
30.4718s  1.0880us              (1 1 1)       (256 1 1)        12        0B        0B         -           -           -           -  GeForce GTX 107         1         7  void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__parallel_for::ParallelForAgent<thrust::cuda_cub::__transform::unary_transform_f<thrust::device_ptr<long>, thrust::device_ptr<long>, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<long>, thrust::cuda_cub::__transform::always_true_predicate>, long>, thrust::cuda_cub::__transform::unary_transform_f<thrust::device_ptr<long>, thrust::device_ptr<long>, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<long>, thrust::cuda_cub::__transform::always_true_predicate>, long>(thrust::device_ptr<long>, thrust::device_ptr<long>) [24700]
