==245118== Warning: Profiling results might be incorrect with current version of nvcc compiler used to compile cuda app. Compile with nvcc compiler 9.0 or later version to get correct profiling results. Ignore this warning if code is already compiled with the recommended nvcc version
File test_street_small.jpg exists, skip.
==245118== Profiling application: python maskrcnn_test.py
==245118== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
30.0171s  4.4790us              (5 1 1)      (1024 1 1)        20        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_vision_non_max_suppression_kernel1 [2378]
30.0171s  4.1351ms              (1 1 1)      (1024 1 1)        29        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_vision_non_max_suppression_kernel2 [2381]
30.0212s  1.2800us              (9 1 1)       (512 1 1)         9        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_squeeze_7_kernel0 [2387]
30.0213s  1.2480us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_shape_of_1_kernel0 [2393]
30.0213s     576ns                    -               -         -         -         -        1B  1.6557MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0213s     576ns                    -               -         -         -         -        4B  6.6227MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0213s  1.4080us              (1 1 1)         (1 1 1)        11        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_like_add_where_kernel0 [2407]
30.0213s  1.4080us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_squeeze_8_kernel0 [2413]
30.0213s  2.1120us                    -               -         -         -         -  17.605KB  7.9498GB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.0213s     672ns                    -               -         -         -         -        4B  5.6766MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.0213s     672ns                    -               -         -         -         -        4B  5.6766MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.0214s     576ns                    -               -         -         -         -        4B  6.6227MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0214s     832ns                    -               -         -         -         -        4B  4.5850MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.0214s     576ns                    -               -         -         -         -        4B  6.6227MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0214s  1.4720us              (2 1 1)       (512 1 1)        11        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_strided_slice_kernel0 [2435]
30.0214s  1.1840us              (2 1 1)       (512 1 1)         9        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_38_kernel0 [2441]
30.0215s  1.6640us              (8 1 1)       (512 1 1)        21        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_adv_index_1_kernel0 [2447]
30.0215s  1.1840us              (1 1 1)         (2 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_shape_of_2_kernel0 [2453]
30.0215s     608ns                    -               -         -         -         -        2B  3.1371MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0215s     576ns                    -               -         -         -         -        8B  13.245MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0215s  1.4710us              (1 1 1)         (2 1 1)        12        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_like_add_where_1_kernel0 [2467]
30.0215s  1.4080us              (1 1 1)         (2 1 1)        10        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_39_kernel0 [2473]
30.0216s  1.6960us                    -               -         -         -         -  15.625KB  8.7861GB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.0216s     800ns                    -               -         -         -         -        8B  9.5367MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.0216s     768ns                    -               -         -         -         -       16B  19.868MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.0216s     576ns                    -               -         -         -         -        8B  13.245MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0216s     800ns                    -               -         -         -         -        8B  9.5367MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.0216s     576ns                    -               -         -         -         -        8B  13.245MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0216s  3.2000us              (8 1 1)       (512 1 1)        15        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_strided_slice_1_kernel0 [2495]
30.0217s     576ns                    -               -         -         -         -        2B  3.3114MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0217s     544ns                    -               -         -         -         -        8B  14.025MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0217s  1.2160us              (1 1 1)         (2 1 1)        12        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_like_add_where_1_kernel0 [2508]
30.0217s  1.6960us                    -               -         -         -         -  15.625KB  8.7861GB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.0217s     800ns                    -               -         -         -         -        8B  9.5367MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.0217s     672ns                    -               -         -         -         -       16B  22.707MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.0217s     544ns                    -               -         -         -         -        8B  14.025MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0217s     768ns                    -               -         -         -         -        8B  9.9341MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.0218s     576ns                    -               -         -         -         -        8B  13.245MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0218s  1.6640us              (8 1 1)       (512 1 1)        15        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_strided_slice_1_kernel0 [2529]
30.0218s     576ns                    -               -         -         -         -        2B  3.3114MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0218s     544ns                    -               -         -         -         -        8B  14.025MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0218s  1.2480us              (1 1 1)         (2 1 1)        12        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_like_add_where_1_kernel0 [2542]
30.0218s  1.6960us                    -               -         -         -         -  15.625KB  8.7861GB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.0218s     768ns                    -               -         -         -         -        8B  9.9341MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.0218s     704ns                    -               -         -         -         -       16B  21.674MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.0218s     576ns                    -               -         -         -         -        8B  13.245MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0218s     864ns                    -               -         -         -         -        8B  8.8303MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.0219s     576ns                    -               -         -         -         -        8B  13.245MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0219s  1.6320us              (8 1 1)       (512 1 1)        15        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_strided_slice_1_kernel0 [2563]
30.0219s     544ns                    -               -         -         -         -        2B  3.5062MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0219s     576ns                    -               -         -         -         -        8B  13.245MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0219s  1.2160us              (1 1 1)         (2 1 1)        12        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_like_add_where_1_kernel0 [2576]
30.0219s  1.6960us                    -               -         -         -         -  15.625KB  8.7861GB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.0219s     800ns                    -               -         -         -         -        8B  9.5367MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.0220s     704ns                    -               -         -         -         -       16B  21.674MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.0220s     576ns                    -               -         -         -         -        8B  13.245MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0220s     768ns                    -               -         -         -         -        8B  9.9341MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.0220s     576ns                    -               -         -         -         -        8B  13.245MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0220s  1.6640us              (8 1 1)       (512 1 1)        15        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_strided_slice_1_kernel0 [2597]
30.0220s  2.0800us              (2 1 1)       (512 1 1)        14        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_take_take_subtract_take_take_subtract_multiply_concatenate_sqrt_divide_log_3641292538708681564__kernel0 [2603]
30.0221s  1.1520us              (1 1 1)         (1 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_shape_of_3_kernel0 [2609]
30.0221s     576ns                    -               -         -         -         -        8B  13.245MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0221s     576ns                    -               -         -         -         -        8B  13.245MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0221s  1.6960us              (1 1 1)         (4 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_take_expand_dims_cast_concatenate_kernel0 [2623]
30.0221s     544ns                    -               -         -         -         -        4B  7.0123MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0221s     768ns                    -               -         -         -         -        4B  4.9671MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.0221s     672ns                    -               -         -         -         -       32B  45.413MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.0223s  1.0560us                    -               -         -         -         -        4B  3.6124MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0223s  5.8559ms          (24500 1 1)       (512 1 1)        33        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_full_kernel0 [2641]
30.0282s  1.6000us              (2 1 1)       (512 1 1)         9        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_equal_kernel0 [2647]
30.0282s     928ns                    -               -         -         -         -  0.9766KB  1.0036GB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.0282s  2.4000us              (1 1 1)      (1024 1 1)        20        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_argwhere_1_kernel0 [2655]
30.0282s  2.8160us              (2 1 1)       (512 1 1)        14        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_argwhere_1_kernel1 [2658]
30.0282s  1.3440us              (2 1 1)       (256 1 1)         9        0B        0B         -           -           -           -  GeForce GTX 107         1         7  void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__parallel_for::ParallelForAgent<thrust::cuda_cub::__transform::unary_transform_f<thrust::device_ptr<int>, thrust::device_ptr<int>, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<int>, thrust::cuda_cub::__transform::always_true_predicate>, long>, thrust::cuda_cub::__transform::unary_transform_f<thrust::device_ptr<int>, thrust::device_ptr<int>, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<int>, thrust::cuda_cub::__transform::always_true_predicate>, long>(thrust::device_ptr<int>, thrust::device_ptr<int>) [2666]
30.0283s  1.3120us              (2 1 1)       (256 1 1)        11        0B        0B         -           -           -           -  GeForce GTX 107         1         7  void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__parallel_for::ParallelForAgent<thrust::cuda_cub::__tabulate::functor<thrust::device_ptr<int>, thrust::system::detail::generic::sequence_detail::sequence_functor<int>, long>, long>, thrust::cuda_cub::__tabulate::functor<thrust::device_ptr<int>, thrust::system::detail::generic::sequence_detail::sequence_functor<int>, long>, long>(thrust::device_ptr<int>, int) [2681]
30.0283s  19.840us              (1 1 1)       (256 1 1)       128  33.063KB        0B         -           -           -           -  GeForce GTX 107         1         7  void cub::DeviceRadixSortSingleTileKernel<cub::DeviceRadixSortPolicy<int, int, int>::Policy700, bool=0, int, int, int>(int const *, cub::DeviceRadixSortSingleTileKernel<cub::DeviceRadixSortPolicy<int, int, int>::Policy700, bool=0, int, int, int>*, cub::DeviceRadixSortPolicy<int, int, int>::Policy700 const *, cub::DeviceRadixSortSingleTileKernel<cub::DeviceRadixSortPolicy<int, int, int>::Policy700, bool=0, int, int, int>**, bool=0, int, int) [2700]
30.0283s  1.3760us              (2 1 1)       (256 1 1)         9        0B        0B         -           -           -           -  GeForce GTX 107         1         7  void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__parallel_for::ParallelForAgent<thrust::cuda_cub::__transform::unary_transform_f<int*, int*, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<int>, thrust::cuda_cub::__transform::always_true_predicate>, long>, thrust::cuda_cub::__transform::unary_transform_f<int*, int*, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<int>, thrust::cuda_cub::__transform::always_true_predicate>, long>(int*, thrust::cuda_cub::__transform::no_stencil_tag) [2713]
30.0283s  1.1200us              (2 1 1)       (256 1 1)         9        0B        0B         -           -           -           -  GeForce GTX 107         1         7  void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__parallel_for::ParallelForAgent<thrust::cuda_cub::__transform::unary_transform_f<int*, int*, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<int>, thrust::cuda_cub::__transform::always_true_predicate>, long>, thrust::cuda_cub::__transform::unary_transform_f<int*, int*, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<int>, thrust::cuda_cub::__transform::always_true_predicate>, long>(int*, thrust::cuda_cub::__transform::no_stencil_tag) [2728]
30.0283s  1.2480us              (2 1 1)       (512 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_argwhere_1_kernel2 [2740]
30.0284s  1.2800us              (2 1 1)       (512 1 1)         9        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_split_squeeze_kernel0 [2746]
30.0285s  348.73us          (15950 1 1)       (512 1 1)        17        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_reshape_repeat_repeat_repeat_kernel0 [2752]
30.0289s     544ns                    -               -         -         -         -        2B  3.5062MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0289s     544ns                    -               -         -         -         -        8B  14.025MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0289s  1.6640us              (1 1 1)         (2 1 1)        12        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_like_add_where_1_kernel0 [2765]
30.0289s  2.3030us                    -               -         -         -         -  15.625KB  6.4703GB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.0289s     768ns                    -               -         -         -         -        8B  9.9341MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.0289s     768ns                    -               -         -         -         -       16B  19.868MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.0289s     576ns                    -               -         -         -         -        8B  13.245MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0289s     832ns                    -               -         -         -         -        8B  9.1699MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.0290s     576ns                    -               -         -         -         -        8B  13.245MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0290s  3.2960us              (8 1 1)       (512 1 1)        15        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_strided_slice_1_kernel0 [2786]
30.0290s  1.1840us              (1 1 1)         (2 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_shape_of_4_kernel0 [2792]
30.0290s     544ns                    -               -         -         -         -        2B  3.5062MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0290s     576ns                    -               -         -         -         -        8B  13.245MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0290s  1.2160us              (1 1 1)         (2 1 1)        12        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_like_add_where_1_kernel0 [2805]
30.0290s     576ns                    -               -         -         -         -        4B  6.6227MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0291s  1.3120us              (1 1 1)       (256 1 1)        11        0B        0B         -           -           -           -  GeForce GTX 107         1         7  _ZN6thrust8cuda_cub4core13_kernel_agentINS0_14__parallel_for16ParallelForAgentINS0_11__transform17unary_transform_fINS_10device_ptrIiEES8_NS5_14no_stencil_tagEZN3tvm7contrib25thrust_stable_sort_by_keyIiiEEvP8DLTensorSE_SE_SE_bEUliE_NS5_21always_true_predicateEEElEESH_lEEvT0_T1_ [2820]
30.0291s  1.1840us              (1 1 1)       (256 1 1)         9        0B        0B         -           -           -           -  GeForce GTX 107         1         7  void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__parallel_for::ParallelForAgent<thrust::cuda_cub::__transform::unary_transform_f<thrust::device_ptr<int>, thrust::device_ptr<int>, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<int>, thrust::cuda_cub::__transform::always_true_predicate>, long>, thrust::cuda_cub::__transform::unary_transform_f<thrust::device_ptr<int>, thrust::device_ptr<int>, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<int>, thrust::cuda_cub::__transform::always_true_predicate>, long>(thrust::device_ptr<int>, thrust::device_ptr<int>) [2835]
30.0291s  16.608us              (1 1 1)       (256 1 1)       128  33.063KB        0B         -           -           -           -  GeForce GTX 107         1         7  void cub::DeviceRadixSortSingleTileKernel<cub::DeviceRadixSortPolicy<int, int, int>::Policy700, bool=0, int, int, int>(int const *, cub::DeviceRadixSortSingleTileKernel<cub::DeviceRadixSortPolicy<int, int, int>::Policy700, bool=0, int, int, int>*, cub::DeviceRadixSortPolicy<int, int, int>::Policy700 const *, cub::DeviceRadixSortSingleTileKernel<cub::DeviceRadixSortPolicy<int, int, int>::Policy700, bool=0, int, int, int>**, bool=0, int, int) [2854]
30.0291s  1.3120us              (1 1 1)       (256 1 1)         9        0B        0B         -           -           -           -  GeForce GTX 107         1         7  void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__parallel_for::ParallelForAgent<thrust::cuda_cub::__transform::unary_transform_f<int*, int*, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<int>, thrust::cuda_cub::__transform::always_true_predicate>, long>, thrust::cuda_cub::__transform::unary_transform_f<int*, int*, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<int>, thrust::cuda_cub::__transform::always_true_predicate>, long>(int*, thrust::cuda_cub::__transform::no_stencil_tag) [2867]
30.0291s  1.0560us              (1 1 1)       (256 1 1)         9        0B        0B         -           -           -           -  GeForce GTX 107         1         7  void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__parallel_for::ParallelForAgent<thrust::cuda_cub::__transform::unary_transform_f<int*, int*, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<int>, thrust::cuda_cub::__transform::always_true_predicate>, long>, thrust::cuda_cub::__transform::unary_transform_f<int*, int*, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<int>, thrust::cuda_cub::__transform::always_true_predicate>, long>(int*, thrust::cuda_cub::__transform::no_stencil_tag) [2882]
30.0291s  1.3120us              (1 1 1)      (1024 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_scatter_kernel0 [2894]
30.0292s  1.2160us              (1 1 1)      (1024 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_scatter_kernel1 [2897]
30.0292s  1.4080us              (1 1 1)         (2 1 1)        10        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_39_kernel0 [2902]
30.0292s  1.7280us                    -               -         -         -         -  15.625KB  8.6234GB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.0292s     800ns                    -               -         -         -         -        8B  9.5367MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.0292s     672ns                    -               -         -         -         -       16B  22.707MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.0292s     576ns                    -               -         -         -         -        8B  13.245MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0292s     768ns                    -               -         -         -         -        8B  9.9341MB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.0292s     544ns                    -               -         -         -         -        8B  14.025MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0293s  3.1680us              (2 1 1)       (512 1 1)        15        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_dyn_strided_slice_2_kernel0 [2924]
30.0293s  2.8800us             (10 1 1)       (512 1 1)        15        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_full_like_concatenate_concatenate_concatenate_kernel0 [2930]
30.0293s  3.3920us              (7 1 1)       (512 1 1)        14        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_adv_index_kernel0 [2936]
30.0295s  2.3327ms           (7975 1 1)      (1024 1 1)        36        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_vision_roi_align_kernel0 [2942]
30.0318s  2.9019ms         (1000 256 7)        (32 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_scatter_1_kernel0 [2948]
30.0347s  1.5018ms            (1 256 7)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_scatter_1_kernel1 [2951]
30.0362s  1.6000us              (2 1 1)       (512 1 1)         9        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_equal_1_kernel0 [2957]
30.0362s     800ns                    -               -         -         -         -  0.9766KB  1.1642GB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.0362s  2.1760us              (1 1 1)      (1024 1 1)        20        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_argwhere_1_kernel0 [2964]
30.0362s  2.8160us              (1 1 1)       (512 1 1)        14        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_argwhere_1_kernel1 [2966]
30.0362s  1.3440us              (1 1 1)       (256 1 1)         9        0B        0B         -           -           -           -  GeForce GTX 107         1         7  void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__parallel_for::ParallelForAgent<thrust::cuda_cub::__transform::unary_transform_f<thrust::device_ptr<int>, thrust::device_ptr<int>, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<int>, thrust::cuda_cub::__transform::always_true_predicate>, long>, thrust::cuda_cub::__transform::unary_transform_f<thrust::device_ptr<int>, thrust::device_ptr<int>, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<int>, thrust::cuda_cub::__transform::always_true_predicate>, long>(thrust::device_ptr<int>, thrust::device_ptr<int>) [2974]
30.0363s  1.0880us              (1 1 1)       (256 1 1)        11        0B        0B         -           -           -           -  GeForce GTX 107         1         7  void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__parallel_for::ParallelForAgent<thrust::cuda_cub::__tabulate::functor<thrust::device_ptr<int>, thrust::system::detail::generic::sequence_detail::sequence_functor<int>, long>, long>, thrust::cuda_cub::__tabulate::functor<thrust::device_ptr<int>, thrust::system::detail::generic::sequence_detail::sequence_functor<int>, long>, long>(thrust::device_ptr<int>, int) [2989]
30.0363s  19.584us              (1 1 1)       (256 1 1)       128  33.063KB        0B         -           -           -           -  GeForce GTX 107         1         7  void cub::DeviceRadixSortSingleTileKernel<cub::DeviceRadixSortPolicy<int, int, int>::Policy700, bool=0, int, int, int>(int const *, cub::DeviceRadixSortSingleTileKernel<cub::DeviceRadixSortPolicy<int, int, int>::Policy700, bool=0, int, int, int>*, cub::DeviceRadixSortPolicy<int, int, int>::Policy700 const *, cub::DeviceRadixSortSingleTileKernel<cub::DeviceRadixSortPolicy<int, int, int>::Policy700, bool=0, int, int, int>**, bool=0, int, int) [3008]
30.0363s  1.3120us              (1 1 1)       (256 1 1)         9        0B        0B         -           -           -           -  GeForce GTX 107         1         7  void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__parallel_for::ParallelForAgent<thrust::cuda_cub::__transform::unary_transform_f<int*, int*, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<int>, thrust::cuda_cub::__transform::always_true_predicate>, long>, thrust::cuda_cub::__transform::unary_transform_f<int*, int*, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<int>, thrust::cuda_cub::__transform::always_true_predicate>, long>(int*, thrust::cuda_cub::__transform::no_stencil_tag) [3021]
30.0363s  1.0560us              (1 1 1)       (256 1 1)         9        0B        0B         -           -           -           -  GeForce GTX 107         1         7  void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__parallel_for::ParallelForAgent<thrust::cuda_cub::__transform::unary_transform_f<int*, int*, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<int>, thrust::cuda_cub::__transform::always_true_predicate>, long>, thrust::cuda_cub::__transform::unary_transform_f<int*, int*, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<int>, thrust::cuda_cub::__transform::always_true_predicate>, long>(int*, thrust::cuda_cub::__transform::no_stencil_tag) [3036]
30.0363s  1.1840us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_argwhere_1_kernel2 [3047]
30.0363s  1.3120us              (1 1 1)       (512 1 1)         9        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_split_squeeze_kernel0 [3052]
30.0364s  132.93us           (6027 1 1)       (512 1 1)        17        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_reshape_repeat_repeat_repeat_kernel0 [3057]
30.0366s  3.4880us              (3 1 1)       (512 1 1)        14        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_cast_adv_index_kernel0 [3062]
30.0366s  957.21us           (3014 1 1)      (1024 1 1)        36        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_vision_roi_align_1_kernel0 [3068]
30.0375s  2.9115ms         (1000 256 7)        (32 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_scatter_1_kernel0 [3073]
30.0405s  524.67us            (1 256 7)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_scatter_1_kernel1 [3075]
30.0410s  1.6000us              (2 1 1)       (512 1 1)         9        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_equal_2_kernel0 [3081]
30.0410s     800ns                    -               -         -         -         -  0.9766KB  1.1642GB/s      Device    Pageable  GeForce GTX 107         1         7  [CUDA memcpy DtoH]
30.0410s  2.1440us              (1 1 1)      (1024 1 1)        20        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_argwhere_1_kernel0 [3088]
30.0410s  2.7200us              (1 1 1)       (512 1 1)        14        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_argwhere_1_kernel1 [3090]
