#OpName                       	#InvokeCount	#Duration(us): Sum/Mean/Min/Max
fused_take_take_subtract_greater_equal_cast_take_take_subtract_greater_equal_cas_250104735588561676_	1         	16.865/16.865/16.865/16.865
fused_greater                 	1         	16.628/16.628/16.628/16.628
fused_cast_broadcast_to_like  	1         	16.558/16.558/16.558/16.558
fused_arange_9                	1         	16.051/16.051/16.051/16.051
fused_concatenate_9           	1         	15.937/15.937/15.937/15.937
fused_adv_index_2             	1         	15.499/15.499/15.499/15.499
fused_strided_slice_take_take_subtract_greater_equal_cast_take_take_subtract_gre_10448244218429255428_	1         	15.31/15.31/15.31/15.31
fused_expand_dims_cast_expand_dims_concatenate_expand_dims	1         	14.951/14.951/14.951/14.951
fused_take_take_subtract      	1         	14.937/14.937/14.937/14.937
fused_arange_8                	1         	14.879/14.879/14.879/14.879
fused_shape_of_6              	1         	14.496/14.496/14.496/14.496
fused_concatenate_7           	1         	14.491/14.491/14.491/14.491
fused_adv_index_split_squeeze_adv_index	1         	14.476/14.476/14.476/14.476
fused_adv_index_adv_index     	1         	14.231/14.231/14.231/14.231
fused_adv_index               	1         	14.124/14.124/14.124/14.124
fused_take_multiply_add       	1         	13.994/13.994/13.994/13.994
fused_arange_7                	1         	13.867/13.867/13.867/13.867
fused_shape_of_5              	1         	13.75/13.75/13.75/13.75
fused_shape_of_10             	1         	13.702/13.702/13.702/13.702
fused_take_multiply_add_1     	1         	13.639/13.639/13.639/13.639
fused_take_cast_expand_dims_take_cast_expand_dims_take_cast_expand_dims_concaten_10869151023261452404_	1         	13.618/13.618/13.618/13.618
fused_adv_index_3             	1         	13.608/13.608/13.608/13.608
fused_split_squeeze_multiply_squeeze_multiply_squeeze_multiply_squeeze_multiply__1511904406113696076_	1         	13.206/13.206/13.206/13.206
fused_take_cast               	1         	12.649/12.649/12.649/12.649
fused_shape_of_7              	1         	12.272/12.272/12.272/12.272
shape_func_cast_adv_index     	8         	6.406/0.80075/0.442/1.415
shape_func_split_squeeze      	8         	6.007/0.750875/0.31/1.713
shape_func_dyn_strided_slice_7	5         	5.823/1.1646/0.664/1.901
fused_multiply_47             	14        	5.259/0.375643/0.169/0.816
shape_func_nn_conv2d_add_nn_relu	4         	4.971/1.24275/1.001/1.552
fused_multiply_48             	10        	4.913/0.4913/0.344/0.653
shape_func_reshape_repeat_repeat_repeat	4         	4.667/1.16675/0.703/1.688
shape_func_dyn_strided_slice_6	6         	4.227/0.7045/0.482/1.01
shape_func_scatter            	4         	4.03/1.0075/0.677/1.484
shape_func_scatter_1          	4         	3.937/0.98425/0.58/1.498
shape_func_squeeze            	2         	3.724/1.862/0.71/3.014
shape_func_nn_conv2d_add      	1         	3.232/3.232/3.232/3.232
shape_func_adv_index_1        	3         	2.846/0.948667/0.822/1.091
shape_func_full_like_concatenate_concatenate_concatenate	2         	2.732/1.366/0.627/2.105
shape_func_nn_conv2d_transpose_add_nn_relu	1         	2.728/2.728/2.728/2.728
shape_func_argwhere           	1         	2.675/2.675/2.675/2.675
shape_func_equal_1            	2         	2.666/1.333/0.891/1.775
shape_func_reshape_repeat_repeat_repeat_1	4         	2.354/0.5885/0.461/0.704
shape_func_reshape_3          	1         	2.326/2.326/2.326/2.326
shape_func_dyn_full           	2         	2.305/1.1525/0.674/1.631
shape_func_expand_dims_1      	2         	2.262/1.131/0.636/1.626
shape_func_adv_index_adv_index	1         	2.189/2.189/2.189/2.189
shape_func_vision_non_max_suppression	2         	2.111/1.0555/1.035/1.076
shape_func_nn_softmax         	1         	2.017/2.017/2.017/2.017
shape_func_nn_dense_add_nn_relu_1	1         	2.016/2.016/2.016/2.016
shape_func_equal_2            	2         	1.98/0.99/0.48/1.5
shape_func_split_squeeze_cast 	3         	1.945/0.648333/0.498/0.821
shape_func_equal_3            	2         	1.92/0.96/0.622/1.298
shape_func_reshape_1          	1         	1.858/1.858/1.858/1.858
shape_func_take_multiply_add_1	1         	1.769/1.769/1.769/1.769
shape_func_dyn_strided_slice  	2         	1.663/0.8315/0.801/0.862
shape_func_divide_expand_dims_multiply_expand_dims_add_divide_clip_exp_expand_di_15411288564710615775_	1         	1.647/1.647/1.647/1.647
shape_func_reshape            	1         	1.611/1.611/1.611/1.611
fused_full                    	1         	1.605/1.605/1.605/1.605
shape_func_take_take_subtract_take_take_subtract_multiply_concatenate_sqrt_divid_8209301934478849404_	2         	1.589/0.7945/0.761/0.828
shape_func_expand_dims_cast_expand_dims_concatenate_expand_dims	1         	1.535/1.535/1.535/1.535
shape_func_arange             	1         	1.53/1.53/1.53/1.53
shape_func_full_full_full_full_full_concatenate_reshape_cast_broadcast_to_like_a_9835853383799399833_	1         	1.362/1.362/1.362/1.362
shape_func_cast               	2         	1.354/0.677/0.517/0.837
shape_func_expand_dims        	2         	1.33/0.665/0.481/0.849
shape_func_take_take_add_multiply_take_take_subtract_multiply_take_add_cast_cast_17625094857328918560_	1         	1.303/1.303/1.303/1.303
shape_func_equal              	2         	1.294/0.647/0.54/0.754
shape_func_dyn_reshape        	1         	1.212/1.212/1.212/1.212
shape_func_reshape_squeeze    	1         	1.131/1.131/1.131/1.131
shape_func_subtract_add       	2         	1.099/0.5495/0.537/0.562
shape_func_cast_broadcast_to_like	1         	1.095/1.095/1.095/1.095
shape_func_dyn_strided_slice_5	1         	1.061/1.061/1.061/1.061
shape_func_maximum_minimum_maximum_minimum_stack	1         	1.038/1.038/1.038/1.038
shape_func_adv_index_split_squeeze_adv_index	1         	1.034/1.034/1.034/1.034
shape_func_dyn_reshape_2      	1         	1.024/1.024/1.024/1.024
shape_func_nn_dense_add_nn_relu	1         	1.008/1.008/1.008/1.008
shape_func_nn_dense_add_1     	1         	0.984/0.984/0.984/0.984
shape_func_dyn_strided_slice_8	1         	0.98/0.98/0.98/0.98
shape_func_nn_dense_add       	1         	0.955/0.955/0.955/0.955
fused_vision_roi_align_7      	1         	0.91/0.91/0.91/0.91
shape_func_dyn_strided_slice_4	1         	0.902/0.902/0.902/0.902
shape_func_dyn_strided_slice_3	1         	0.881/0.881/0.881/0.881
shape_func_dyn_reshape_1      	1         	0.865/0.865/0.865/0.865
shape_func_adv_index          	1         	0.839/0.839/0.839/0.839
shape_func_arange_1           	1         	0.831/0.831/0.831/0.831
shape_func_vision_roi_align   	1         	0.824/0.824/0.824/0.824
shape_func_arange_2           	1         	0.812/0.812/0.812/0.812
shape_func_sigmoid_concatenate_adv_index	1         	0.797/0.797/0.797/0.797
shape_func_take_take_subtract_1	1         	0.788/0.788/0.788/0.788
shape_func_vision_roi_align_3 	1         	0.762/0.762/0.762/0.762
shape_func_vision_roi_align_2 	1         	0.755/0.755/0.755/0.755
shape_func_vision_roi_align_5 	1         	0.739/0.739/0.739/0.739
shape_func_vision_roi_align_7 	1         	0.702/0.702/0.702/0.702
shape_func_take_take_subtract_greater_equal_cast_take_take_subtract_greater_equa_8239353952889958563_	1         	0.696/0.696/0.696/0.696
shape_func_reshape_adv_index_adv_index	1         	0.679/0.679/0.679/0.679
shape_func_take_take_subtract 	1         	0.675/0.675/0.675/0.675
shape_func_reshape_adv_index  	1         	0.671/0.671/0.671/0.671
shape_func_vision_roi_align_6 	1         	0.648/0.648/0.648/0.648
shape_func_adv_index_2        	1         	0.632/0.632/0.632/0.632
shape_func_vision_roi_align_1 	1         	0.623/0.623/0.623/0.623
shape_func_adv_index_3        	1         	0.622/0.622/0.622/0.622
shape_func_concatenate        	1         	0.588/0.588/0.588/0.588
shape_func_vision_roi_align_4 	1         	0.583/0.583/0.583/0.583
shape_func_take_multiply_add  	1         	0.575/0.575/0.575/0.575
shape_func_split_squeeze_multiply_squeeze_multiply_squeeze_multiply_squeeze_mult_625062831022576575_	1         	0.552/0.552/0.552/0.552
shape_func_nn_pad             	1         	0.527/0.527/0.527/0.527
shape_func_full               	1         	0.504/0.504/0.504/0.504
shape_func_reshape_2          	1         	0.493/0.493/0.493/0.493
shape_func_greater            	1         	0.481/0.481/0.481/0.481

Total Duration: 1.20094e+07 us.	Total Packed Functions: 8314
